Solution value: 21798016
Remaining budget: 16
Execution time: 56.64558792114258s

(71, 122)
(137, 113)
(86, 48)
(110, 98)
(173, 52)
(203, 120)
(160, 133)
(139, 68)
(121, 32)
(182, 144)
(171, 136)
(167, 117)
(23, 107)
(143, 46)
(203, 98)
(95, 80)
(137, 30)
(38, 46)
(99, 123)
(97, 112)
(128, 140)
(79, 61)
(65, 136)
(178, 126)
(54, 59)
(49, 46)
(63, 60)
(118, 70)
(70, 146)
(186, 99)
(31, 45)
(186, 56)
(53, 82)
(30, 113)
(62, 33)
(209, 52)
(69, 91)
(58, 133)
(128, 99)
(137, 123)
(199, 83)
(29, 66)
(51, 101)
(80, 149)
(122, 54)
(176, 150)
(177, 147)
(28, 63)
(174, 32)
(87, 100)
(206, 125)
(70, 118)
(151, 83)
(172, 47)
(129, 123)
(215, 60)
(53, 77)
(169, 152)
(146, 69)
(142, 74)
(107, 144)
(45, 87)
(103, 40)
(174, 62)
(174, 128)
(64, 25)
(149, 67)
(36, 111)
(165, 67)
(203, 117)
(129, 87)
(189, 139)
(197, 125)
(92, 148)
(213, 125)
(67, 48)
(54, 42)
(157, 47)
(105, 35)
(149, 83)
(179, 90)
(55, 148)
(152, 144)
(47, 89)
(77, 61)
(65, 107)
(71, 137)
(160, 150)
(200, 71)
(94, 136)
(48, 114)
(107, 25)
(110, 118)
(97, 73)
(91, 142)
(69, 132)
(70, 42)
(127, 150)
(65, 102)
(121, 132)
(39, 128)
(87, 118)
(109, 111)
(33, 52)
(63, 86)
(185, 72)
(133, 128)
(29, 96)
(162, 48)
(208, 96)
(113, 80)
(207, 114)
(128, 103)
(146, 147)
(178, 45)
(136, 54)
(64, 109)
(116, 50)
(153, 25)
(108, 64)
(198, 112)
(32, 91)
(106, 130)
(169, 84)
(75, 117)
(49, 52)
(167, 105)
(165, 91)
(121, 127)
(121, 95)
(160, 88)
(84, 130)
(49, 45)
(53, 137)
(106, 108)
(103, 94)
(29, 54)
(63, 119)
(72, 116)
(75, 114)
(47, 53)
(24, 91)
(175, 131)
(130, 69)
(129, 94)
(53, 35)
(188, 139)
(71, 79)
(97, 98)
(45, 52)
(167, 131)
(165, 66)
(201, 70)
(116, 151)
(29, 124)
(81, 99)
(62, 70)
(103, 63)
(178, 136)
(188, 93)
(85, 119)
(163, 112)
(46, 84)
(63, 106)
(64, 107)
(172, 38)
(210, 59)
(75, 143)
(23, 81)
(81, 79)
(54, 39)
(133, 136)
(184, 78)
(208, 56)
(136, 98)
(78, 99)
(211, 72)
(44, 45)
(143, 80)
(150, 95)
(84, 118)
(117, 63)
(29, 74)
(85, 123)
(185, 113)
(184, 128)
(99, 146)
(140, 123)
(84, 143)
(167, 66)
(136, 107)
(118, 113)
(168, 37)
(131, 46)
(215, 112)
(136, 68)
(98, 74)
(85, 81)
(157, 54)
(167, 104)
(200, 99)
(127, 34)
(207, 46)
(44, 53)
(188, 86)
(158, 66)
(104, 138)
(79, 24)
(127, 33)
(132, 61)
(128, 147)
(134, 59)
(75, 90)
(148, 37)
(46, 95)
(47, 117)
(212, 99)
(184, 132)
(50, 81)
(27, 89)
(53, 118)
(34, 76)
(107, 95)
(89, 74)
(172, 122)
(88, 140)
(188, 108)
(83, 25)
(155, 61)
(154, 49)
(61, 120)
(194, 133)
(155, 153)
(95, 109)
(180, 74)
(84, 31)
(48, 89)
(198, 106)
(189, 42)
(162, 52)
(69, 137)
(186, 111)
(205, 98)
(54, 52)
(160, 41)
(90, 92)
(133, 70)
(187, 71)
(60, 95)
(51, 43)
(42, 88)
(57, 131)
(97, 35)
(113, 151)
(178, 93)
(179, 99)
(120, 25)
(186, 120)
(90, 53)
(94, 139)
(58, 127)
(209, 111)
(83, 137)
(45, 107)
(151, 101)
(135, 77)
(112, 151)
(127, 132)
(52, 131)
(78, 110)
(212, 65)
(92, 131)
(45, 133)
(81, 100)
(97, 25)
(147, 117)
(86, 55)
(211, 66)
(156, 74)
(181, 29)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
